store,address,phone,address,_GC_TYPE,_CLEANADDR,_X,_Y
강남역12번출구점,서울특별시 강남구 테헤란로 111 2층,02-569-5838,서울특별시 강남구 테헤란로 111 2층,정,서울특별시 강남구 테헤란로 111 (역삼동),127.0292603,37.49891425
역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,정,서울특별시 강남구 역삼동 718-20,127.039915,37.50101652
파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층,031-949-1408,경기도 파주시 청암로 17번길 17 1층,정,경기도 파주시 청암로17번길 17 (목동동),126.7368046,37.72949995
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시 성북구 삼선교로 12 1층,정,서울특별시 성북구 삼선교로 12 (삼선동1가),127.0071409,37.58758347
원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,대,강원특별자치도 고성군 토성면 도원리,128.4573155,38.2673577
오목교역사거리점,"서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",02-2653-8577,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",정,서울특별시 양천구 오목로 350 (목동),126.8762482,37.52414187
도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",정,서울특별시 강남구 도곡동 543-1,127.0416751,37.49223889
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,서울특별시 송파구 위례광장로 230 (장지동),127.1433095,37.47970178
서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층,02-3478-5145,서울특별시 서초구 서초대로 397 부띠크모나코 1층,정,서울특별시 서초구 서초대로 397 (서초동),127.0245172,37.4974695
상봉역점,서울특별시 중랑구 망우로 291 1층,02-493-8902,서울특별시 중랑구 망우로 291 1층,정,서울특별시 중랑구 망우로 291 (상봉동),127.0847927,37.59644923
문정역엠스테이트점,"서울특별시 송파구 법원로 114, 엠스테이트 B동 지하 1층, B145-147",02-6177-9080,"서울특별시 송파구 법원로 114, 엠스테이트 B동 지하 1층, B145-147",정,"서울특별시 송파구 법원로 114, B동 (문정동)",127.120875,37.48539479
화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,정,경기도 고양시 덕양구 화신로260번길 26 (화정동),126.8329918,37.6317165
해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,정,부산광역시 해운대구 해운대해변로 277 (중동),129.1615558,35.15987373
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,경기도 화성시 능동 453-4,127.0563624,37.2110007
신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,정,서울특별시 강남구 봉은사로 108 (역삼동),127.0255939,37.50453485
강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",정,서울특별시 강북구 한천로139길 25 (수유동),127.02574,37.63909724
평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",정,경기도 평택시 평남로 862 (비전동),127.1114675,37.00048814
몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",정,서울특별시 송파구 방이동 44-2,127.1127493,37.51690037
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,서울특별시 광진구 구의강변로 106 (구의동),127.0948764,37.53987626
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),정,경기도 수원시 팔달구 인계로 79 (인계동),127.0264798,37.26887372
수원송죽DT점,경기도 수원시 장안구 경수대로 989,031-248-6086,경기도 수원시 장안구 경수대로 989,정,경기도 수원시 장안구 경수대로 989 (송죽동),127.0029531,37.30508996
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,서울특별시 영등포구 국제금융로8길 31 (여의도동),126.9280665,37.5197462
송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,정,"서울특별시 송파구 송파대로 111, 205동 (문정동)",127.1226894,37.48149009
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시 마포구 양화로 196(동교동),정,서울특별시 마포구 양화로 196 (동교동),126.926518,37.55838925
잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,정,서울특별시 서초구 신반포로47길 5 (잠원동),127.0194518,37.51096128
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,서울특별시 강남구 도곡로 408 (대치동),127.0552281,37.49660543
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",정,서울특별시 강남구 강남대로112길 20 (논현동),127.0260533,37.5055136
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,서울특별시 은평구 은평로 121 (응암동),126.9210961,37.60044937
창원시티세븐점,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",055-600-5361,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",정,경상남도 창원시 성산구 원이대로 320 (대원동),128.6532354,35.24036913
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,서울특별시 강남구 선릉로 433 (역삼동),127.0489015,37.50376716
광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,02-899-7460,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,정,경기도 광명시 양지로 16 (일직동),126.881027,37.4162499
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,인천광역시 연수구 송도과학로16번길 33-4 (송도동),126.6627979,37.37868682
강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,정,서울특별시 강동구 동남로 885 (명일동),127.1559744,37.55262974
신용산역래미안점,서울시 용산구 한강대로95,02-2074-1049,서울특별시 용산구 한강대로95,정,서울특별시 용산구 한강대로 95 (한강로2가),126.967263,37.52948265
성균관대자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,경기도 수원시 장안구 서부로 2066 (천천동),126.9722367,37.29332441
문정동환인제약빌딩점,서울특별시 송파구 법원로6길 11 환인빌딩 1층,02-449-9569,서울특별시 송파구 법원로6길 11 환인빌딩 1층,정,서울특별시 송파구 법원로6길 11 (문정동),127.1221981,37.48364751
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,정,경기도 성남시 분당구 야탑로 64 (야탑동),127.1259718,37.40948488
해운대센텀호텔점,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,051-743-5088,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,정,부산광역시 해운대구 센텀3로 20 (우동),129.1328177,35.16780742
종로센트로폴리스점,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",02-6370-5845,"서울특별시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",정,서울특별시 종로구 우정국로 26 (공평동),126.9835302,37.57168077
하남신세계백화점B1점,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",031-8072-1641,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",정,경기도 하남시 미사대로 750 (신장동),127.2239378,37.54541198
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,서울특별시 송파구 충민로 66 (문정동),127.1251177,37.47771691
경희대점,서울시 동대문구 경희대로 10 (회기동),02-3295-4552,서울특별시 동대문구 경희대로 10 (회기동),정,서울특별시 동대문구 경희대로 10 (회기동),127.0526645,37.59240504
안양시청앞점,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",031-5177-4770,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",정,경기도 안양시 동안구 시민대로 260 (관양동),126.9594142,37.39350786
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),정,경기도 성남시 수정구 수정로 190 (신흥동),127.1409788,37.44342226
상수역점,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",02-325-6804,"서울특별시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",정,서울특별시 마포구 와우산로10길 3 (상수동),126.9231889,37.54811576
부산서면점,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,051-802-4282,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,정,부산광역시 부산진구 서면로 62-1 (부전동),129.0580332,35.15630297
김포장기DT점,경기도 김포시 태장로 819,031-987-0409,경기도 김포시 태장로 819,정,경기도 김포시 태장로 819 (장기동),126.6776138,37.63650427
서초동점,서울특별시 서초구 반포대로70,02-3665-9507,서울특별시 서초구 반포대로70,정,서울특별시 서초구 반포대로 70 (서초동),127.0105432,37.48668755
종로구청앞점,서울특별시 종로구 종로3길 34,02-739-6151,서울특별시 종로구 종로3길 34,정,서울특별시 종로구 종로3길 34 (청진동),126.9794814,37.57187479
영종도운서역점,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",032-746-9822,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",정,인천광역시 중구 신도시남로142번길 6 (운서동),126.4914443,37.49332036
광주문화전당역점,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,062-236-6591,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,정,광주광역시 동구 서석로 44 (광산동),126.9183986,35.14661415
새문안로점,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",02-739-5806,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",정,서울특별시 종로구 새문안로 91 (신문로1가),126.9747818,37.57050426
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,서울특별시 영등포구 국제금융로 10 (여의도동),126.9259369,37.5250584
부산남포역점,부산 중구 해관로 1 희남빌딩 1층,051-246-6284,부산 중구 해관로 1 희남빌딩 1층,정,부산광역시 중구 해관로 1 (동광동1가),129.0356856,35.09898112
선정릉역점,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,02-2058-3028,서울특별시 강남구 봉은사로 331 SH빌딩점 B1-1층,정,서울특별시 강남구 봉은사로 331 (논현동),127.0429721,37.51028114
부천북부역사거리점,경기도 부천시 부천로25,032-655-8954,경기도 부천시 부천로25,정,경기도 부천시 원미구 부천로 25 (심곡동),126.7828231,37.48668369
교대법원점,"서울 서초구 서초중앙로 156, 1층",02- 3664-7716,"서울특별시 서초구 서초중앙로 156, 1층",정,서울특별시 서초구 서초중앙로 156 (서초동),127.0135384,37.49563306
화곡역점,서울시 강서구 강서로 162,02-766-7952,서울특별시 강서구 강서로 162,정,서울특별시 강서구 강서로 162 (화곡동),126.8410314,37.54144776
하나은행을지로본점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,02-338-9179,서울특별시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,정,서울특별시 중구 을지로 35 (을지로1가),126.9818662,37.56649098
수서역원방빌딩점,서울 강남구 광평로 51길 6-23 원방테크사옥 1층,02-3473-3830,서울특별시 강남구 광평로 51길 6-23 원방테크사옥 1층,정,서울특별시 강남구 광평로51길 6-23 (수서동),127.1041145,37.48878603
잠실향군타워점,서울특별시 송파구 올림픽로35길 123 1층,02-412-8812,서울특별시 송파구 올림픽로35길 123 1층,정,서울특별시 송파구 올림픽로35길 123 (신천동),127.1012236,37.51657693
이태원몬드리안호텔점,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,02-3775-0548,서울특별시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,정,서울특별시 용산구 장문로 23 (이태원동),126.9931146,37.52855445
파주DT점,경기도 파주시 문발로 131,031-8070-0028,경기도 파주시 문발로 131,정,경기도 파주시 문발로 131 (문발동),126.6862139,37.70632451
대구228공원앞점,대구광역시 중구 동성로3길 106,053-421-7436,대구광역시 중구 동성로3길 106,정,대구광역시 중구 동성로3길 106 (공평동),128.598781,35.86997501
수원AK플라자점,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,031-240-2246 ｜ 031-278-76,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,정,경기도 수원시 팔달구 덕영대로 924 (매산로1가),127.0001948,37.26556679
광주봉선점,광주광역시 남구 봉선로 168,062-671-3371,광주광역시 남구 봉선로 168,정,광주광역시 남구 봉선로 168 (봉선동),126.9136245,35.12281754
삼성루첸타워점,서울 강남구 대치동 943-2 루첸타워 1층 로비,02-994-8879,서울특별시 강남구 대치동 943-2 루첸타워 1층 로비,정,서울특별시 강남구 대치동 943-2,127.0587765,37.50706052
혜화역점,서울시 종로구 대명길 5,02-745-9471,서울특별시 종로구 대명길 5,정,서울특별시 종로구 대명길 5 (명륜4가),127.001154,37.5835213
동대입구역점,"서울시 중구 장충동2가 188-11, 188-4, 188-5",02-2264-8247,"서울특별시 중구 장충동2가 188-11, 188-4, 188-5",정,서울특별시 중구 장충동2가 188-11,127.0052207,37.55973659
남양주화도DT점,경기도 남양주시 경춘로 1641,031-591-2406,경기도 남양주시 경춘로 1641,정,경기도 남양주시 경춘로 1641 (화도읍),127.2736736,37.65405636
송파헬리오시티점,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),02-777-3363,서울특별시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),정,서울특별시 송파구 송파대로 345 (가락동),127.111673,37.49950477
일산동구청점,경기도 고양시 일산동구 정발산로 38,031-903-3989,경기도 고양시 일산동구 정발산로 38,정,경기도 고양시 일산 동구 정발산로 38 (장항동),126.7731368,37.65670592
서초중앙로점,"서울시 서초구 서초중앙로 209, 해성빌딩 1층",02-537-2992,"서울특별시 서초구 서초중앙로 209, 해성빌딩 1층",정,서울특별시 서초구 서초중앙로 209 (반포동),127.0118191,37.50031535
청계천을지로점,서울 중구 남대문로10길 33 1F,02-723-1771,서울특별시 중구 남대문로10길 33 1F,유,서울특별시 중구 남대문로10길 33 (삼각동),126.9845079,37.56780501
부산중앙역점,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,051-466-8856,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,정,부산광역시 중구 중앙대로 102 (중앙동4가),129.0365138,35.10681902
용인에버랜드점,경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),031-334-0556,경기도 용인시 처인구 포곡읍 가실리 156-1 (파크내 홀랜드빌리지 옆 암스테르담),정,경기도 용인시 처인구 포곡읍 가실리 156-1,127.2003487,37.2903436
선릉KSA한국표준협회점,서울시 강남구 테헤란로69길 5 DT센터점 1층,02-3141-7948,서울특별시 강남구 테헤란로69길 5 DT센터점 1층,정,서울특별시 강남구 테헤란로69길 5 (삼성동),127.0524029,37.5061948
동탄타임테라스점,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,031-613-7684,경기도 화성시 동탄중앙로220 타임테라스A 블록 1층 110호-1호,정,경기도 화성시 동탄중앙로 220 (반송동),127.0692812,37.20484687
천안신부동점,충남 천안시 동남구 만남로 48,041-566-0718,충청남도 천안시 동남구 만남로 48,정,충청남도 천안시 동남구 만남로 48 (신부동),127.1573874,36.81861211
논현역8번출구점,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),02-755-3301,서울특별시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),정,서울특별시 서초구 강남대로 563 (잠원동),127.0204249,37.51193974
하나금융명동사옥점,서울시 중구 을지로 66 하나은행 명동사옥 1층,02-539-5174,서울특별시 중구 을지로 66 하나은행 명동사옥 1층,정,서울특별시 중구 을지로 66 (을지로2가),126.9849425,37.56555561
상암SBS프리즘타워점,서울 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,02-562-9605,서울특별시 마포구 상암산로 82 SBS 프리즘 타워 1층 로비,정,서울특별시 마포구 상암산로 82 (상암동),126.8927739,37.57971592
부천스타필드시티점,경기도 부천시 옥길동 768 부천스타필드시티점 4층,02-6386-1423,경기도 부천시 옥길동 768 부천스타필드시티점 4층,정,경기도 부천시 소사구 옥길동 768,126.8139627,37.46149505
서울시청점,서울특별시 중구 무교로 12(무교동) 정오빌딩 1층,02-420-0386,서울특별시 중구 무교로 12(무교동) 정오빌딩 1층,정,서울특별시 중구 무교로 12 (무교동),126.9793757,37.56704637
안양LS타워점,경기도 안양시 동안구 엘에스로 127 1층,031-429-9650,경기도 안양시 동안구 엘에스로 127 1층,정,경기도 안양시 동안구 엘에스로 127 (호계동),126.9471746,37.37241113
용인역북점,경기도 용인시 처인구 역북동 598-7,031-323-6886,경기도 용인시 처인구 역북동 598-7,정,경기도 용인시 처인구 역북동 598-7,127.1884358,37.22964847
KB국민은행노원역점,"서울시 노원구 동일로 1405, 1층 일부",02-930-9486,"서울특별시 노원구 동일로 1405, 1층 일부",정,서울특별시 노원구 동일로 1405 (상계동),127.0602095,37.65380586
고대안암병원신관점,서울특별시 성북구 고려대로 73,02-544-6823,서울특별시 성북구 고려대로 73,정,서울특별시 성북구 고려대로 73 (안암동5가),127.0262465,37.58737708
부산화명수정역점,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호",051-361-3370,"부산광역시 북구 학사로 8 (화명동 2312), 크리스탈타워 2층 201~202호",정,부산광역시 북구 학사로 8 (화명동),129.0086997,35.22407427
명동거리점,서울시 중구 명동 10길 52 명동역 신한은행 사옥 1층,02-522-7158,서울특별시 중구 명동 10길 52 명동역 신한은행 사옥 1층,정,서울특별시 중구 명동10길 52 (충무로2가),126.9857027,37.56147106
압구정로데오2호점,서울특별시 강남구 선릉로 157길 22 2층,02-3444-9973,서울특별시 강남구 선릉로 157길 22 2층,정,서울특별시 강남구 선릉로157길 22 (신사동),127.0381836,37.52632626
제주애월DT점,제주도 제주시 애월읍 애월해안로 560,064-799-3670,제주특별자치도 제주시 애월읍 애월해안로 560,정,제주특별자치도 제주시 애월해안로 560 (애월읍),126.3634809,33.47826891
진주LH본사점,경남 진주시 충의로 19 LH진주사옥 공감동 1층,055-763-3520,경상남도 진주시 충의로 19 LH진주사옥 공감동 1층,정,경상남도 진주시 충의로 19 (충무공동),128.1457689,35.17816977
종로YBM별관점,서울시 종로구 종로 98 1층,02-402-3571,서울특별시 종로구 종로 98 1층,정,서울특별시 종로구 종로 98 (종로2가),126.9883886,37.56990565
용산아이파크몰점,"서울시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층",02-2012-0731,"서울특별시 용산구 한강대로 23길 55, 아이파크몰 테이스트파크 7층",정,서울특별시 용산구 한강대로23길 55 (한강로3가),126.9648522,37.52983163
제주아라점,제주도 제주시 연북로 511,064-758-1194,제주특별자치도 제주시 연북로 511,정,제주특별자치도 제주시 연북로 511 (아라일동),126.5345348,33.48448026
삼성본관빌딩점,서울특별시 중구 세종대로 67 삼성 본관빌딩 1층 후문 로비 일부,02-720-5561,서울특별시 중구 세종대로 67 삼성 본관빌딩 1층 후문 로비 일부,정,서울특별시 중구 세종대로 67 (태평로2가),126.9755316,37.5623159
성균관대법학관점,서울시 종로구 성균관로 25-2 성균관대학교 법학관 B2,02-740-1958,서울특별시 종로구 성균관로 25-2 성균관대학교 법학관 B2,정,서울특별시 종로구 성균관로 25-2 (명륜3가),126.9922906,37.58916715
